property_type_group,high_risk_score
Retail/Financial/Professional,0.10039893285032471
Retail/Financial/Professional,0.03279869525867854
Retail/Financial/Professional,0.1473629734575319
Restaurant/Cafe,0.12245671612394782
Office/Workshop,0.3814117256068101
Restaurant/Cafe,0.17768210235692664
Retail/Financial/Professional,0.355703260302015
Office/Workshop,0.35968614828589396
Retail/Financial/Professional,0.2148931056588869
Office/Workshop,0.04588148377701021
Retail/Financial/Professional,0.10500257757822956
Retail/Financial/Professional,0.23024521354722752
Retail/Financial/Professional,0.3372345098281449
Restaurant/Cafe,0.12342646859546241
Restaurant/Cafe,0.1279296092974456
Office/Workshop,0.3302532943848876
Office/Workshop,0.051109847707604565
Retail/Financial/Professional,0.037071838683417166
Office/Workshop,0.30079660298905425
Retail/Financial/Professional,0.13333188333383625
Retail/Financial/Professional,0.41168182923905083
Retail/Financial/Professional,0.1323748135753362
Retail/Financial/Professional,0.1347936042260287
Office/Workshop,0.3640668276463009
Restaurant/Cafe,0.09643573281114608
Restaurant/Cafe,0.1077354228669285
Retail/Financial/Professional,0.17580491386405953
Restaurant/Cafe,0.01874298260798509
Office/Workshop,0.5279417273206932
Retail/Financial/Professional,0.04401434556033354
Office/Workshop,0.5736286409746248
Restaurant/Cafe,0.028064252940834478
Office/Workshop,0.04291146698924874
Retail/Financial/Professional,0.12026001425950071
Retail/Financial/Professional,0.09608816314297136
Office/Workshop,0.06985219266228024
Office/Workshop,0.3370508469800179
Office/Workshop,0.545132684795564
Retail/Financial/Professional,0.17240260076957686
Retail/Financial/Professional,0.12338030148629948
Office/Workshop,0.054429634079624235
Restaurant/Cafe,0.13201041247831433
Retail/Financial/Professional,0.13199433928619797
Office/Workshop,0.55396331745931
Retail/Financial/Professional,0.2244978045552055
Retail/Financial/Professional,0.4477751017784232
Restaurant/Cafe,0.018077497948732466
Restaurant/Cafe,0.1474820814675373
Retail/Financial/Professional,0.08007408821197236
Retail/Financial/Professional,0.04323680946079477
Office/Workshop,0.3664867064641884
Office/Workshop,0.31890636751443696
Retail/Financial/Professional,0.16645464464265555
Restaurant/Cafe,0.08548386416718821
Restaurant/Cafe,0.11342205020347597
Retail/Financial/Professional,0.17640673189889974
Retail/Financial/Professional,0.22237624908707165
Retail/Financial/Professional,0.043405219923759925
Office/Workshop,0.33968313442000597
Office/Workshop,0.35142384829277856
Retail/Financial/Professional,0.036291907969650226
Retail/Financial/Professional,0.3624496324462757
Retail/Financial/Professional,0.1922895037302603
Office/Workshop,0.06985219266228024
Restaurant/Cafe,0.07547652257952615
Retail/Financial/Professional,0.21143783348039272
Retail/Financial/Professional,0.17851807723810142
Restaurant/Cafe,0.03173793950160008
Office/Workshop,0.362873958418074
Retail/Financial/Professional,0.043391477941380326
Office/Workshop,0.34489528458233915
Office/Workshop,0.04043824193478887
Office/Workshop,0.3487163537080969
Office/Workshop,0.21593003185967097
Retail/Financial/Professional,0.23434221245774647
Retail/Financial/Professional,0.14667140149168925
Office/Workshop,0.2026581963932946
Retail/Financial/Professional,0.17411967858686583
Retail/Financial/Professional,0.14647501256471698
Retail/Financial/Professional,0.1324599509779075
Retail/Financial/Professional,0.03212793948726715
Office/Workshop,0.5458623718045719
Office/Workshop,0.14849780602833093
Retail/Financial/Professional,0.1846729701333185
Office/Workshop,0.4547441271372586
Retail/Financial/Professional,0.13811437905369034
Office/Workshop,0.3430650328798188
Retail/Financial/Professional,0.17192319886807053
Retail/Financial/Professional,0.1592571109995178
Retail/Financial/Professional,0.14440254384585668
Retail/Financial/Professional,0.1705280886116852
Retail/Financial/Professional,0.1431744891843402
Retail/Financial/Professional,0.026676240057376274
Retail/Financial/Professional,0.14718621642658217
Office/Workshop,0.24247624413032448
Retail/Financial/Professional,0.21134767477998007
Restaurant/Cafe,0.14903265724015965
Office/Workshop,0.5471072038300335
Retail/Financial/Professional,0.1599603018319133
Retail/Financial/Professional,0.038240704659741505
Office/Workshop,0.529547769651468
Retail/Financial/Professional,0.11052421035971
Office/Workshop,0.03248087059038516
Office/Workshop,0.3270805572543836
Restaurant/Cafe,0.12876795213470266
Office/Workshop,0.3447986949426804
Office/Workshop,0.34742406140081383
Retail/Financial/Professional,0.3638197735308439
Retail/Financial/Professional,0.1442249850693833
Retail/Financial/Professional,0.13223325177745424
Restaurant/Cafe,0.12633660780185987
Restaurant/Cafe,0.024923677611042003
Restaurant/Cafe,0.15004758252342812
Restaurant/Cafe,0.10085729820112144
Retail/Financial/Professional,0.036121989740222384
Restaurant/Cafe,0.14181057679028364
Retail/Financial/Professional,0.38017019681024367
Office/Workshop,0.5608582086258366
Retail/Financial/Professional,0.21405131797312343
Retail/Financial/Professional,0.22721504668767975
Retail/Financial/Professional,0.1599603018319133
Restaurant/Cafe,0.1325401897820882
Restaurant/Cafe,0.08908042713863144
Office/Workshop,0.36417425488626537
Office/Workshop,0.40419917321245324
Office/Workshop,0.5587756201529845
Office/Workshop,0.5579867166574619
Retail/Financial/Professional,0.09634473424836357
Office/Workshop,0.0420987497343947
Retail/Financial/Professional,0.03164005798850611
Office/Workshop,0.3435126272202472
Retail/Financial/Professional,0.19652264830707356
Retail/Financial/Professional,0.043463855031393404
Retail/Financial/Professional,0.12304878047285904
Office/Workshop,0.36452052171729415
Retail/Financial/Professional,0.13333188333383625
Restaurant/Cafe,0.02389873376777058
Retail/Financial/Professional,0.15955524016725783
Office/Workshop,0.038885763501492684
Retail/Financial/Professional,0.148316114472627
Retail/Financial/Professional,0.2306007320164316
Retail/Financial/Professional,0.15918461405202086
Restaurant/Cafe,0.12610912592137516
Restaurant/Cafe,0.10887616014721133
Restaurant/Cafe,0.08949870183568231
Retail/Financial/Professional,0.044232260511617286
Office/Workshop,0.3642630929914201
Restaurant/Cafe,0.08025326004034232
Retail/Financial/Professional,0.3921989982865978
Retail/Financial/Professional,0.13635829235543503
Office/Workshop,0.034290569410595904
Restaurant/Cafe,0.10488875370142631
Office/Workshop,0.5777574867764118
Retail/Financial/Professional,0.14198804266440532
Office/Workshop,0.34711831225908923
Retail/Financial/Professional,0.037670309456336565
Restaurant/Cafe,0.05477170828738089
Restaurant/Cafe,0.10741494658364158
Retail/Financial/Professional,0.03177682418375913
Office/Workshop,0.2649102581852981
Office/Workshop,0.3407481545636304
Restaurant/Cafe,0.026861067900079246
Office/Workshop,0.3586894343612783
Restaurant/Cafe,0.1234254918355329
Retail/Financial/Professional,0.18057163050065728
Restaurant/Cafe,0.07619824376339973
Office/Workshop,0.20130324029712326
Office/Workshop,0.22181338377871487
Office/Workshop,0.35783505724485865
Office/Workshop,0.13403747204733762
Retail/Financial/Professional,0.22831813025802958
Restaurant/Cafe,0.06311183421588734
Retail/Financial/Professional,0.17978799608285229
Retail/Financial/Professional,0.1861231009886737
Office/Workshop,0.04748509223349557
Retail/Financial/Professional,0.043405219923759925
Retail/Financial/Professional,0.1323748135753362
Retail/Financial/Professional,0.13552681786767679
Retail/Financial/Professional,0.22568542660441715
Retail/Financial/Professional,0.16552159090205254
Office/Workshop,0.16027661475002233
Office/Workshop,0.38076011069957083
Restaurant/Cafe,0.10890331238381928
Office/Workshop,0.3510348513721215
Retail/Financial/Professional,0.23523966393157958
Office/Workshop,0.07901833050689432
Office/Workshop,0.3421826561929819
Retail/Financial/Professional,0.03187216067785859
Retail/Financial/Professional,0.3441250230560081
Retail/Financial/Professional,0.4848082749265139
Retail/Financial/Professional,0.032712068058676456
Retail/Financial/Professional,0.18128390267105865
Retail/Financial/Professional,0.03144786165431037
Restaurant/Cafe,0.11501829134219456
Restaurant/Cafe,0.029357837039972415
Retail/Financial/Professional,0.10708289012470196
Office/Workshop,0.5663096210224255
Office/Workshop,0.03875870054772878
Retail/Financial/Professional,0.46136548252517984
Retail/Financial/Professional,0.4464212642660001
Office/Workshop,0.49065002212756276
Restaurant/Cafe,0.02541266651553431
Restaurant/Cafe,0.019720628498860818
Retail/Financial/Professional,0.02573636380399289
Retail/Financial/Professional,0.4680803873398589
Retail/Financial/Professional,0.18083885125963445
Retail/Financial/Professional,0.21519573639380993
Office/Workshop,0.3223277788625337
Retail/Financial/Professional,0.16552159090205254
Retail/Financial/Professional,0.14311640865356648
Office/Workshop,0.32237600428175667
Retail/Financial/Professional,0.42271064947476605
Retail/Financial/Professional,0.17510664137894236
Restaurant/Cafe,0.10569171606014904
Office/Workshop,0.34642784833537094
Restaurant/Cafe,0.043637486393219876
Retail/Financial/Professional,0.03919967819244547
Retail/Financial/Professional,0.17551399673586626
Office/Workshop,0.25853784120190104
Office/Workshop,0.3341155029101216
Retail/Financial/Professional,0.1696138707835861
Office/Workshop,0.04595740856947364
Retail/Financial/Professional,0.03619441897281148
Retail/Financial/Professional,0.037731829007495915
Office/Workshop,0.5537147734666322
Retail/Financial/Professional,0.2285009043410243
Retail/Financial/Professional,0.3835825199779238
Office/Workshop,0.3491011268393929
Retail/Financial/Professional,0.19628009455879436
Restaurant/Cafe,0.14779251299865895
Retail/Financial/Professional,0.13202651586891925
Retail/Financial/Professional,0.3520534943715885
Office/Workshop,0.3463711004108715
Office/Workshop,0.411966984432264
Office/Workshop,0.35727886634251066
Restaurant/Cafe,0.11025462828225022
Retail/Financial/Professional,0.23116252109645896
Office/Workshop,0.34758964460992764
Restaurant/Cafe,0.027960319802812914
Retail/Financial/Professional,0.03686482909981583
Office/Workshop,0.17552922507484264
Restaurant/Cafe,0.11709570024466492
Restaurant/Cafe,0.015241193562017086
Office/Workshop,0.5608582086258366
Retail/Financial/Professional,0.4176667720402987
Retail/Financial/Professional,0.03311497663068089
Restaurant/Cafe,0.019895462217073903
Restaurant/Cafe,0.12516175568310148
Office/Workshop,0.038949371084386425
Retail/Financial/Professional,0.03138691138676131
Office/Workshop,0.02978083360700558
Retail/Financial/Professional,0.13421537540600353
Retail/Financial/Professional,0.17510664137894236
Restaurant/Cafe,0.12323658864619383
Restaurant/Cafe,0.041238618059015165
Retail/Financial/Professional,0.04605412899349725
Restaurant/Cafe,0.016881422964228246
Restaurant/Cafe,0.12584328638470985
Retail/Financial/Professional,0.1886707766680556
Retail/Financial/Professional,0.4168540263881072
Restaurant/Cafe,0.1078996755238509
Retail/Financial/Professional,0.13183924942316233
Office/Workshop,0.3520790324224317
Office/Workshop,0.35584449149140257
Retail/Financial/Professional,0.027889928363465166
Office/Workshop,0.2762095733823875
Retail/Financial/Professional,0.1955456151680584
Restaurant/Cafe,0.0334493643410175
Office/Workshop,0.3651769501614275
Office/Workshop,0.12088649897671401
Restaurant/Cafe,0.1142295203773593
Office/Workshop,0.17776309975762536
Office/Workshop,0.06331400319142451
Restaurant/Cafe,0.1708095020754829
Office/Workshop,0.22099806415318077
Office/Workshop,0.5508246849202124
Retail/Financial/Professional,0.16073053178306002
Retail/Financial/Professional,0.03186825381487369
Retail/Financial/Professional,0.46765200613705415
Office/Workshop,0.3478050740454917
Office/Workshop,0.35977106405677356
Office/Workshop,0.08617615456380284
Retail/Financial/Professional,0.14833590322574255
Retail/Financial/Professional,0.17901735430480115
Office/Workshop,0.06751938882854072
Office/Workshop,0.3677812209182116
Retail/Financial/Professional,0.03264544297293175
Restaurant/Cafe,0.1267843069047704
Restaurant/Cafe,0.139830916423121
Office/Workshop,0.5508246849202124
Retail/Financial/Professional,0.4576105992859006
Office/Workshop,0.3776219317951642
Office/Workshop,0.25095458288841965
Office/Workshop,0.35517691254773726
Office/Workshop,0.027711577676406755
Retail/Financial/Professional,0.1603190547397723
Retail/Financial/Professional,0.3806594011198009
Retail/Financial/Professional,0.17537044545767505
Office/Workshop,0.556521794696024
Office/Workshop,0.044910516947217746
Office/Workshop,0.36259646533336964
Office/Workshop,0.23325373829247797
Retail/Financial/Professional,0.03319790189255531
Retail/Financial/Professional,0.1473629734575319
Retail/Financial/Professional,0.17395242818968196
Office/Workshop,0.26758675942898236
Office/Workshop,0.778852506173887
Office/Workshop,0.06702059308043427
Office/Workshop,0.5328291426533955
Office/Workshop,0.5271526703795519
Retail/Financial/Professional,0.03454297028788323
Retail/Financial/Professional,0.16552159090205254
Office/Workshop,0.35608481279576215
Office/Workshop,0.12088649897671401
Retail/Financial/Professional,0.1802298845667527
Retail/Financial/Professional,0.17564051374472253
Retail/Financial/Professional,0.17365102282497713
Office/Workshop,0.534515007516013
Office/Workshop,0.046762497839216266
Retail/Financial/Professional,0.23116252109645896
Office/Workshop,0.5328291426533955
Office/Workshop,0.558472908986769
Retail/Financial/Professional,0.17516559060336367
Restaurant/Cafe,0.10478362465846155
Restaurant/Cafe,0.025022731341292497
Restaurant/Cafe,0.03583395866702984
Office/Workshop,0.5005349084484811
Restaurant/Cafe,0.12620073675287774
Retail/Financial/Professional,0.45807496642281764
Retail/Financial/Professional,0.23273329129155965
Office/Workshop,0.3370508469800179
Retail/Financial/Professional,0.1586876182872702
Retail/Financial/Professional,0.17640673189889974
Office/Workshop,0.3638594481495312
Restaurant/Cafe,0.1128641733049237
Office/Workshop,0.1953726734696304
Retail/Financial/Professional,0.14372465384146588
Retail/Financial/Professional,0.0364259106524407
Restaurant/Cafe,0.13829513673529398
Restaurant/Cafe,0.025009440538528008
Office/Workshop,0.35727886634251066
Restaurant/Cafe,0.16277180075518138
Office/Workshop,0.33518226249772914
Office/Workshop,0.37213084823613246
Office/Workshop,0.34932120255130866
Retail/Financial/Professional,0.1473629734575319
Retail/Financial/Professional,0.1323748135753362
Retail/Financial/Professional,0.14415071267080729
Retail/Financial/Professional,0.13887140861389222
Restaurant/Cafe,0.029370522840975247
Retail/Financial/Professional,0.13698102647160817
Retail/Financial/Professional,0.044101144761830746
Retail/Financial/Professional,0.04566886471535205
Restaurant/Cafe,0.1497040696188779
Office/Workshop,0.5603668784530089
Retail/Financial/Professional,0.18825303508799618
Restaurant/Cafe,0.3474138228180086
Retail/Financial/Professional,0.4107040851705676
Office/Workshop,0.033538101639989645
Retail/Financial/Professional,0.03854417706698784
Retail/Financial/Professional,0.18155975490632084
Restaurant/Cafe,0.08095642570748175
Retail/Financial/Professional,0.20145200194186652
Retail/Financial/Professional,0.41539282652354165
Retail/Financial/Professional,0.024582660828876324
Retail/Financial/Professional,0.23434221245774647
Restaurant/Cafe,0.1366957814956133
Retail/Financial/Professional,0.13376250745262971
Office/Workshop,0.3455111009337244
Office/Workshop,0.3467795509924845
Office/Workshop,0.5515221989661486
Restaurant/Cafe,0.024592403776655725
Office/Workshop,0.42200665339208293
Retail/Financial/Professional,0.22595511425555967
Office/Workshop,0.3182773051635979
Retail/Financial/Professional,0.47089966976945086
Restaurant/Cafe,0.11494718350912717
Retail/Financial/Professional,0.037003819150771014
Retail/Financial/Professional,0.03712591446352599
Retail/Financial/Professional,0.15881770411816146
Office/Workshop,0.055392581496558874
Office/Workshop,0.35605284873479975
Retail/Financial/Professional,0.1324599509779075
Restaurant/Cafe,0.09374297887393217
Restaurant/Cafe,0.18860331008059739
Retail/Financial/Professional,0.18191803530775544
Office/Workshop,0.5842155683529165
Retail/Financial/Professional,0.04278286014210279
Retail/Financial/Professional,0.5999535347925918
Restaurant/Cafe,0.11117977108296938
Office/Workshop,0.3411300806726287
Office/Workshop,0.40765956145354537
Retail/Financial/Professional,0.033306879931510804
Retail/Financial/Professional,0.045247078617369006
Office/Workshop,0.34278618417335754
Retail/Financial/Professional,0.16001339251351723
Retail/Financial/Professional,0.17617677532152032
Retail/Financial/Professional,0.45906080400429483
Office/Workshop,0.35467457395092317
Retail/Financial/Professional,0.17520335977276008
Retail/Financial/Professional,0.14186867225865504
Restaurant/Cafe,0.17831402868407575
Retail/Financial/Professional,0.1347936042260287
Retail/Financial/Professional,0.03626057729240751
Restaurant/Cafe,0.167843852656057
Office/Workshop,0.35748726296889416
Retail/Financial/Professional,0.17345978782272364
Retail/Financial/Professional,0.18003746636932547
Retail/Financial/Professional,0.10126044972857773
Restaurant/Cafe,0.03449779875636035
Retail/Financial/Professional,0.21563937723273927
Retail/Financial/Professional,0.032723173441336954
Office/Workshop,0.04711322412840193
Retail/Financial/Professional,0.025970739340153384
Retail/Financial/Professional,0.04490341174038662
Retail/Financial/Professional,0.03177123210026751
Office/Workshop,0.5427049873801252
Retail/Financial/Professional,0.03241451389281968
Retail/Financial/Professional,0.43173351153010736
Retail/Financial/Professional,0.16407400573832154
Retail/Financial/Professional,0.029636326798214575
Office/Workshop,0.3523471102828386
Office/Workshop,0.04020327352546706
Restaurant/Cafe,0.10798528310724631
Restaurant/Cafe,0.11643295097581163
Retail/Financial/Professional,0.45815646864390613
Retail/Financial/Professional,0.225084866013528
Office/Workshop,0.04719519448889963
Office/Workshop,0.53911292319448
Retail/Financial/Professional,0.03273566737812693
Office/Workshop,0.35142384829277856
Retail/Financial/Professional,0.18104758978773322
Restaurant/Cafe,0.03245190947916024
Restaurant/Cafe,0.13201041247831433
Restaurant/Cafe,0.029535612915604928
Retail/Financial/Professional,0.2169501293437164
Office/Workshop,0.034841000059167085
Office/Workshop,0.5571327183611146
Retail/Financial/Professional,0.14412879629448874
Office/Workshop,0.3550068783261971
Retail/Financial/Professional,0.16552159090205254
Retail/Financial/Professional,0.03185035070423083
Office/Workshop,0.03783476885596379
Restaurant/Cafe,0.11818918631006038
Retail/Financial/Professional,0.09797013596136693
Retail/Financial/Professional,0.2016627984394566
Retail/Financial/Professional,0.03233231009427845
Office/Workshop,0.29794945653015026
Office/Workshop,0.5452451734616968
Retail/Financial/Professional,0.17998402070920722
Retail/Financial/Professional,0.13811437905369034
Office/Workshop,0.56765681852693
Restaurant/Cafe,0.07362567563326605
Office/Workshop,0.054153697201257386
Office/Workshop,0.07774742830668775
Office/Workshop,0.34525492290053544
Retail/Financial/Professional,0.1473629734575319
Retail/Financial/Professional,0.23523102331781387
Retail/Financial/Professional,0.14777809556797766
Retail/Financial/Professional,0.1330252614303593
Office/Workshop,0.36247355995086683
Retail/Financial/Professional,0.2007486345177073
Office/Workshop,0.5569283636565541
Restaurant/Cafe,0.0154561705239122
Retail/Financial/Professional,0.032548949544992975
Office/Workshop,0.35977106405677356
Retail/Financial/Professional,0.04171224114890416
Office/Workshop,0.3910887863026016
Retail/Financial/Professional,0.09824823797547916
Restaurant/Cafe,0.10991171600471467
Restaurant/Cafe,0.1181587603071777
Office/Workshop,0.12983989615371774
Retail/Financial/Professional,0.2244377176864583
Retail/Financial/Professional,0.1372697214531854
Restaurant/Cafe,0.052424672806889616
Retail/Financial/Professional,0.03237689176377019
Restaurant/Cafe,0.09083829239240383
Restaurant/Cafe,0.12436485691663704
Retail/Financial/Professional,0.22530361480184055
Retail/Financial/Professional,0.13333188333383625
Office/Workshop,0.3492718121231678
Retail/Financial/Professional,0.04856604702779317
Office/Workshop,0.03168097380695181
Office/Workshop,0.04239946441642478
Restaurant/Cafe,0.022309259107855205
Retail/Financial/Professional,0.4332167103277669
Retail/Financial/Professional,0.03095056488298429
Retail/Financial/Professional,0.03087351190124256
Retail/Financial/Professional,0.03968995032734791
Retail/Financial/Professional,0.04342070035188587
Office/Workshop,0.2983503447666865
Office/Workshop,0.039454284624854806
Retail/Financial/Professional,0.03013287479130752
Restaurant/Cafe,0.12037214054542124
Office/Workshop,0.3172112570155977
Office/Workshop,0.20934147911799247
Restaurant/Cafe,0.1325401897820882
Restaurant/Cafe,0.1249874611373783
Retail/Financial/Professional,0.4711709746618736
Office/Workshop,0.38892326841167235
Office/Workshop,0.5165694518551185
Retail/Financial/Professional,0.18372081855256797
Restaurant/Cafe,0.12641652495864183
Retail/Financial/Professional,0.22831813025802958
Retail/Financial/Professional,0.22602249357005852
Retail/Financial/Professional,0.1846455570383448
Retail/Financial/Professional,0.13333188333383625
Retail/Financial/Professional,0.1430953115307168
Office/Workshop,0.3482227107159591
Restaurant/Cafe,0.1453298854323039
Office/Workshop,0.5451450251070823
Retail/Financial/Professional,0.05003000572859911
Office/Workshop,0.142275393126615
Restaurant/Cafe,0.5932546084340697
Retail/Financial/Professional,0.04504764664314365
Retail/Financial/Professional,0.15531342534746467
Retail/Financial/Professional,0.03513113701250474
Retail/Financial/Professional,0.17034779161429078
Office/Workshop,0.27645523545383277
Retail/Financial/Professional,0.133574749623202
Office/Workshop,0.11704627963509091
Office/Workshop,0.5799183497664702
Retail/Financial/Professional,0.18848768541481614
Retail/Financial/Professional,0.030915883445321483
Office/Workshop,0.357330559895317
Restaurant/Cafe,0.14959304213991356
Retail/Financial/Professional,0.22028132792553343
Office/Workshop,0.27272039504235385
Retail/Financial/Professional,0.18027821677873138
Office/Workshop,0.39105580256338607
Office/Workshop,0.34189481688395196
Retail/Financial/Professional,0.17851807723810142
Retail/Financial/Professional,0.20353919526558736
Retail/Financial/Professional,0.10647944655400815
Restaurant/Cafe,0.12386833181796955
Retail/Financial/Professional,0.1473629734575319
Restaurant/Cafe,0.01848989514711109
Retail/Financial/Professional,0.03185035070423083
Office/Workshop,0.5196544708943571
Office/Workshop,0.5665343050588358
Office/Workshop,0.35676301772822056
Office/Workshop,0.02815926759117624
Restaurant/Cafe,0.03803931467823462
Office/Workshop,0.346784927281036
Office/Workshop,0.06072271916611418
Restaurant/Cafe,0.11026950549718137
Retail/Financial/Professional,0.03317189235013626
Retail/Financial/Professional,0.4585826962508548
Office/Workshop,0.3405716515591803
Retail/Financial/Professional,0.3653415501703656
Retail/Financial/Professional,0.15030131875329059
Restaurant/Cafe,0.16948766299502313
Retail/Financial/Professional,0.17973762255715076
Retail/Financial/Professional,0.23417433945301222
Retail/Financial/Professional,0.1362411035819625
Office/Workshop,0.04742094634137878
Restaurant/Cafe,0.11639329147228611
Retail/Financial/Professional,0.39972997250323367
Restaurant/Cafe,0.11943646387899498
Retail/Financial/Professional,0.3806594011198009
Restaurant/Cafe,0.12293067399697771
Retail/Financial/Professional,0.46138619270144593
Office/Workshop,0.13705728792369776
Office/Workshop,0.07325142001848213
Office/Workshop,0.06649813460949193
Retail/Financial/Professional,0.18683560374528188
Office/Workshop,0.3537119342450483
Restaurant/Cafe,0.03819212363407924
Retail/Financial/Professional,0.23216483310816416
Retail/Financial/Professional,0.044965580982799666
Retail/Financial/Professional,0.03230901688484672
Office/Workshop,0.5383810229212144
Restaurant/Cafe,0.120871722300282
Retail/Financial/Professional,0.43588771365244017
Restaurant/Cafe,0.16780172487864722
Restaurant/Cafe,0.08980177930558109
Retail/Financial/Professional,0.13536315409518962
Retail/Financial/Professional,0.21678967574517746
Retail/Financial/Professional,0.03247131852801924
Office/Workshop,0.35996654702563063
Restaurant/Cafe,0.11054961006859161
Office/Workshop,0.1457508576443648
Restaurant/Cafe,0.11320460917928506
Retail/Financial/Professional,0.13095705675399638
Office/Workshop,0.062497269655660354
Office/Workshop,0.05605445476359188
Office/Workshop,0.34631731423135936
Office/Workshop,0.3833125150272129
Retail/Financial/Professional,0.13478415535856583
Retail/Financial/Professional,0.033567516701166776
Office/Workshop,0.03875870054772878
Office/Workshop,0.05105571729574366
Retail/Financial/Professional,0.036006863814427525
Office/Workshop,0.36605454130385534
Office/Workshop,0.04291146698924874
Retail/Financial/Professional,0.3475099495756306
Retail/Financial/Professional,0.14204269464062078
Restaurant/Cafe,0.1143988121183532
Restaurant/Cafe,0.024017264002526593
Office/Workshop,0.028783895820108495
Office/Workshop,0.3461697268382381
Retail/Financial/Professional,0.18750056643251384
Retail/Financial/Professional,0.1346382947787943
Retail/Financial/Professional,0.4369252394617632
Restaurant/Cafe,0.12207566649956689
Office/Workshop,0.34189481688395196
Office/Workshop,0.08006174210995282
Office/Workshop,0.45770967244746275
Retail/Financial/Professional,0.033939528092636236
Office/Workshop,0.40513011071680816
Retail/Financial/Professional,0.17798309818269736
Retail/Financial/Professional,0.030177001684160105
Retail/Financial/Professional,0.20515489290711614
Retail/Financial/Professional,0.38017019681024367
Restaurant/Cafe,0.04687845369063272
Retail/Financial/Professional,0.04712627449193954
Restaurant/Cafe,0.08503827449386998
Retail/Financial/Professional,0.37295226086960903
Office/Workshop,0.3598724532335562
Office/Workshop,0.06021586408327788
Office/Workshop,0.3648114763854686
Retail/Financial/Professional,0.04504764664314365
Retail/Financial/Professional,0.03564813470711859
Office/Workshop,0.06801175043137368
Retail/Financial/Professional,0.1652723360482554
Retail/Financial/Professional,0.11391394033842342
Retail/Financial/Professional,0.1336101122481088
Office/Workshop,0.07004994078167469
Retail/Financial/Professional,0.1958901000185197
Retail/Financial/Professional,0.1597983111738113
Restaurant/Cafe,0.11750036872941097
Office/Workshop,0.2748068074766752
Office/Workshop,0.5245231916717269
Office/Workshop,0.22096000248029582
Retail/Financial/Professional,0.19692199853572911
Office/Workshop,0.47084547625214795
Office/Workshop,0.3421826561929819
Restaurant/Cafe,0.026899912009407476
Office/Workshop,0.04518635191922193
Restaurant/Cafe,0.025807402598806362
Retail/Financial/Professional,0.030255885038330748
Retail/Financial/Professional,0.4838289965674928
Retail/Financial/Professional,0.03141075362892468
Retail/Financial/Professional,0.043174469235581305
Restaurant/Cafe,0.12114045309605732
Restaurant/Cafe,0.019720628498860818
Office/Workshop,0.261002692386901
Retail/Financial/Professional,0.14229231660451835
Office/Workshop,0.5668677687900925
Retail/Financial/Professional,0.2300660334255557
Retail/Financial/Professional,0.14179165373743305
Office/Workshop,0.0608087468106976
Office/Workshop,0.16928228288386982
Office/Workshop,0.23662406694642027
Retail/Financial/Professional,0.4707010819293304
Office/Workshop,0.07530258572471371
Office/Workshop,0.3888742109643007
Retail/Financial/Professional,0.345082473718935
Retail/Financial/Professional,0.1799562851269768
Retail/Financial/Professional,0.43588771365244017
Restaurant/Cafe,0.10828315544767182
Office/Workshop,0.566696420326931
Restaurant/Cafe,0.1346581636330649
Office/Workshop,0.04525283238058605
Retail/Financial/Professional,0.17851807723810142
Office/Workshop,0.06811822891585029
Restaurant/Cafe,0.14915799042045083
Retail/Financial/Professional,0.1332215069481721
Retail/Financial/Professional,0.15894379788407606
Restaurant/Cafe,0.09042810584160893
Retail/Financial/Professional,0.19787624816972044
Retail/Financial/Professional,0.14961581760787424
Retail/Financial/Professional,0.1786038691683832
Restaurant/Cafe,0.037194729067392636
Office/Workshop,0.35275821656641454
Retail/Financial/Professional,0.17213044457353088
Retail/Financial/Professional,0.19959242260630838
Restaurant/Cafe,0.12417995602475773
Retail/Financial/Professional,0.21397958710844298
Office/Workshop,0.05896046957207454
Retail/Financial/Professional,0.1324599509779075
Office/Workshop,0.34277644998548795
Office/Workshop,0.2684043487016008
Office/Workshop,0.1656195561310611
Retail/Financial/Professional,0.23188301145243198
Retail/Financial/Professional,0.14296889490695602
Restaurant/Cafe,0.11805676938814667
Restaurant/Cafe,0.15420791937701284
Office/Workshop,0.045687787864348545
Restaurant/Cafe,0.15675909751626177
Retail/Financial/Professional,0.02804286891001567
Retail/Financial/Professional,0.2148075756632484
Office/Workshop,0.5292066674699571
Retail/Financial/Professional,0.044246213311547454
Retail/Financial/Professional,0.13167494141137012
Restaurant/Cafe,0.02551383870035039
Office/Workshop,0.5477747704773729
Retail/Financial/Professional,0.17781213984598307
Office/Workshop,0.4577286651401595
Retail/Financial/Professional,0.17370223222477515
Retail/Financial/Professional,0.1646921582048014
Restaurant/Cafe,0.13637827415046055
Retail/Financial/Professional,0.17555290453470188
Retail/Financial/Professional,0.17395242818968196
Office/Workshop,0.02882614387324764
Retail/Financial/Professional,0.16552159090205254
Retail/Financial/Professional,0.1770140841548766
Office/Workshop,0.18482738723057598
Retail/Financial/Professional,0.04794484738815691
Retail/Financial/Professional,0.18905735680077862
Office/Workshop,0.460677094880917
Retail/Financial/Professional,0.4832026605555643
Office/Workshop,0.5644840100438541
Restaurant/Cafe,0.020608831417443043
Retail/Financial/Professional,0.17581079089996304
Retail/Financial/Professional,0.1493628488112927
Office/Workshop,0.3556284501393537
Retail/Financial/Professional,0.18089616258575386
Office/Workshop,0.0747539044349651
Retail/Financial/Professional,0.15923314982496717
