log_sqft,NFLOOR,YRCONC,WKHRS,NWKER,MONUSE,ht1_bin,cool_bin,business_type_Food service,business_type_Retail other than mall,business_type_Service,business_type_Strip shopping center,REGION_2,REGION_3,REGION_4
-0.530684788854377,-0.48531415682043455,-1.5815077284894221,-0.14876369221534602,-0.42685369326476924,0.24919657550716448,0.3513997458401445,0.43994134506405985,-0.6420387375057796,-0.4630788411589358,1.2866632785404648,-0.2749207073845788,1.599278683560907,-0.7653197277702214,-0.5419467627971346
-0.8833508928102363,-0.48531415682043455,1.1136922386906067,0.5978379997728032,0.045772341173030126,0.24919657550716448,0.3513997458401445,0.43994134506405985,1.5575384187640207,-0.4630788411589358,-0.7772041191183732,-0.2749207073845788,1.599278683560907,-0.7653197277702214,-0.5419467627971346
-1.5558315076685976,-0.48531415682043455,-0.23390774489940772,-1.1785591294403794,-0.5450102018742191,0.24919657550716448,0.3513997458401445,0.43994134506405985,1.5575384187640207,-0.4630788411589358,-0.7772041191183732,-0.2749207073845788,-0.6252818913170464,1.3066434376564755,-0.5419467627971346
-0.8042338709858224,-0.48531415682043455,0.2152922496305971,-1.0240898138566243,-0.7813232190931187,0.24919657550716448,0.3513997458401445,-2.273030282830976,-0.6420387375057796,-0.4630788411589358,1.2866632785404648,-0.2749207073845788,-0.6252818913170464,-0.7653197277702214,-0.5419467627971346
-0.9109001052118388,-0.48531415682043455,1.5628922332206117,2.502959558639115,-0.8994797277025687,0.24919657550716448,0.3513997458401445,-2.273030282830976,-0.6420387375057796,-0.4630788411589358,1.2866632785404648,-0.2749207073845788,1.599278683560907,-0.7653197277702214,-0.5419467627971346
-1.123311891412672,-0.48531415682043455,1.1136922386906067,1.4731641214140816,0.28208535839192983,0.24919657550716448,0.3513997458401445,0.43994134506405985,1.5575384187640207,-0.4630788411589358,-0.7772041191183732,-0.2749207073845788,-0.6252818913170464,-0.7653197277702214,1.8451996923807201
0.11980620752974591,-0.48531415682043455,0.2152922496305971,-0.020039262562216845,0.872867901439179,0.24919657550716448,0.3513997458401445,0.43994134506405985,1.5575384187640207,-0.4630788411589358,-0.7772041191183732,-0.2749207073845788,-0.6252818913170464,-0.7653197277702214,-0.5419467627971346
-1.1568999749416828,-0.48531415682043455,-1.5815077284894221,1.7048680947897141,-0.19054067604586958,0.24919657550716448,0.3513997458401445,0.43994134506405985,-0.6420387375057796,-0.4630788411589358,-0.7772041191183732,-0.2749207073845788,1.599278683560907,-0.7653197277702214,-0.5419467627971346
-0.8042338709858224,1.187663216069884,-1.5815077284894221,-0.6121716389666111,-0.42685369326476924,0.24919657550716448,0.3513997458401445,0.43994134506405985,-0.6420387375057796,2.1594594939758536,-0.7772041191183732,-0.2749207073845788,-0.6252818913170464,-0.7653197277702214,-0.5419467627971346
0.9079118696377587,-0.48531415682043455,0.6644922441606019,-1.0498346997872503,-0.6631667104836689,0.24919657550716448,-2.845761876148056,-2.273030282830976,-0.6420387375057796,-0.4630788411589358,1.2866632785404648,-0.2749207073845788,-0.6252818913170464,-0.7653197277702214,1.8451996923807201
0.18987604172356773,-0.48531415682043455,-1.5815077284894221,-1.8221812777060253,-0.6631667104836689,0.24919657550716448,-2.845761876148056,-2.273030282830976,-0.6420387375057796,-0.4630788411589358,1.2866632785404648,-0.2749207073845788,-0.6252818913170464,-0.7653197277702214,-0.5419467627971346
0.5080077955192175,1.187663216069884,-0.6831077394294125,-0.7923858404809919,-0.19054067604586958,0.24919657550716448,0.3513997458401445,0.43994134506405985,-0.6420387375057796,-0.4630788411589358,1.2866632785404648,-0.2749207073845788,1.599278683560907,-0.7653197277702214,-0.5419467627971346
-1.2269698091355057,-0.48531415682043455,1.1136922386906067,2.502959558639115,-0.42685369326476924,0.24919657550716448,0.3513997458401445,0.43994134506405985,1.5575384187640207,-0.4630788411589358,-0.7772041191183732,-0.2749207073845788,-0.6252818913170464,1.3066434376564755,-0.5419467627971346
-0.17801868489851558,2.860640588960202,0.6644922441606019,-0.40621255152160435,-0.5450102018742191,0.24919657550716448,0.3513997458401445,0.43994134506405985,-0.6420387375057796,2.1594594939758536,-0.7772041191183732,-0.2749207073845788,-0.6252818913170464,-0.7653197277702214,-0.5419467627971346
0.09553039723293207,-0.48531415682043455,0.6644922441606019,0.6493277716340549,1.4636504444864284,0.24919657550716448,0.3513997458401445,0.43994134506405985,1.5575384187640207,-0.4630788411589358,-0.7772041191183732,-0.2749207073845788,-0.6252818913170464,-0.7653197277702214,1.8451996923807201
-0.530684788854377,-0.48531415682043455,-0.6831077394294125,-0.5864267530359852,-0.42685369326476924,0.24919657550716448,0.3513997458401445,0.43994134506405985,-0.6420387375057796,2.1594594939758536,-0.7772041191183732,-0.2749207073845788,-0.6252818913170464,-0.7653197277702214,-0.5419467627971346
-1.3012888273405177,-0.48531415682043455,-1.5815077284894221,-0.5349369811747335,-0.7813232190931187,0.24919657550716448,0.3513997458401445,0.43994134506405985,-0.6420387375057796,2.1594594939758536,-0.7772041191183732,-0.2749207073845788,-0.6252818913170464,1.3066434376564755,-0.5419467627971346
-0.8300430002565818,-0.48531415682043455,-0.6831077394294125,2.502959558639115,-0.5450102018742191,0.24919657550716448,0.3513997458401445,0.43994134506405985,-0.6420387375057796,-0.4630788411589358,-0.7772041191183732,-0.2749207073845788,-0.6252818913170464,-0.7653197277702214,1.8451996923807201
